ts,close,hydra_score
2026-01-21 12:00:00+00:00,88774.56,-0.017957735711911203
2026-01-21 12:01:00+00:00,88825.74,-0.027275060194921454
2026-01-21 12:02:00+00:00,88835.4,-0.028300309646020958
2026-01-21 12:03:00+00:00,88800.0,-0.024401883280843847
2026-01-21 12:04:00+00:00,88757.22,-0.017727800968698346
2026-01-21 12:05:00+00:00,88730.28,-0.01287540773492828
2026-01-21 12:06:00+00:00,88594.46,0.009974499341169576
2026-01-21 12:07:00+00:00,88808.88,-0.020416000646565628
2026-01-21 12:08:00+00:00,88732.18,-0.011680191602030031
2026-01-21 12:09:00+00:00,88597.66,0.008575645671128522
2026-01-21 12:10:00+00:00,88513.27,0.01998971952615933
2026-01-21 12:11:00+00:00,88459.74,0.0281533557712029
2026-01-21 12:12:00+00:00,88400.0,0.03738093517063692
2026-01-21 12:13:00+00:00,88337.63,0.04966817389168569
2026-01-21 12:14:00+00:00,88384.03,0.04190537983844175
2026-01-21 12:15:00+00:00,88371.67,0.0420674746194406
2026-01-21 12:16:00+00:00,88393.35,0.03883639052342651
2026-01-21 12:17:00+00:00,88295.51,0.05226214561604934
2026-01-21 12:18:00+00:00,88421.18,0.03594492613279998
2026-01-21 12:19:00+00:00,88352.37,0.043424763543855605
2026-01-21 12:20:00+00:00,88388.49,0.0382616609167297
2026-01-21 12:21:00+00:00,88302.01,0.051840751672089576
2026-01-21 12:22:00+00:00,88212.33,0.06341570928246762
2026-01-21 12:23:00+00:00,88432.06,0.03593466505396896
2026-01-21 12:24:00+00:00,88438.96,0.029526824844298374
2026-01-21 12:25:00+00:00,88321.45,0.0486278090623708
2026-01-21 12:26:00+00:00,88290.77,0.052175898165090905
2026-01-21 12:27:00+00:00,88393.83,0.037843471650487806
2026-01-21 12:28:00+00:00,88341.98,0.0436654027211045
2026-01-21 12:29:00+00:00,88356.73,0.041686976160224834
2026-01-21 12:30:00+00:00,88300.01,0.0497135974166138
2026-01-21 12:31:00+00:00,88306.51,0.04796726237193521
2026-01-21 12:32:00+00:00,88434.2,0.03318374287726501
2026-01-21 12:33:00+00:00,88438.63,0.029350716497466615
2026-01-21 12:34:00+00:00,88499.99,0.02092290809598312
2026-01-21 12:35:00+00:00,88615.86,0.005999308633474608
2026-01-21 12:36:00+00:00,88578.14,0.008477721122060194
2026-01-21 12:37:00+00:00,88620.8,0.002632554147173955
2026-01-21 12:38:00+00:00,88649.04,-0.0017688014925536242
2026-01-21 12:39:00+00:00,88654.73,-0.003920800969714659
2026-01-21 12:40:00+00:00,88631.89,0.0013258503714115532
2026-01-21 12:41:00+00:00,88628.11,0.0005761214030434931
2026-01-21 12:42:00+00:00,88625.65,0.0005503787587808277
2026-01-21 12:43:00+00:00,88607.43,0.003979045055244469
2026-01-21 12:44:00+00:00,88626.57,0.000686521931756734
2026-01-21 12:45:00+00:00,88624.96,0.002401448386544783
2026-01-21 12:46:00+00:00,88552.09,0.014218175378990585
2026-01-21 12:47:00+00:00,88573.84,0.008824899634240605
2026-01-21 12:48:00+00:00,88578.02,0.008276879683820218
2026-01-21 12:49:00+00:00,88637.69,0.00020580819139770154
2026-01-21 12:50:00+00:00,88698.27,-0.007948817623361238
2026-01-21 12:51:00+00:00,88698.6,-0.009385301060646199
2026-01-21 12:52:00+00:00,88676.96,-0.005864732518577203
2026-01-21 12:53:00+00:00,88658.31,-0.004178861164078377
2026-01-21 12:54:00+00:00,88719.99,-0.012066650378003738
2026-01-21 12:55:00+00:00,88711.92,-0.012124160379630516
2026-01-21 12:56:00+00:00,88755.43,-0.017640015099619568
2026-01-21 12:57:00+00:00,88747.76,-0.0175277766497389
2026-01-21 12:58:00+00:00,88736.31,-0.016067856388451884
2026-01-21 12:59:00+00:00,88736.31,-0.09894146825138726
2026-01-21 13:00:00+00:00,88684.0,-0.0698642426383846
2026-01-21 13:01:00+00:00,88773.17,-0.1171889272564933
2026-01-21 13:02:00+00:00,88764.4,-0.1155958155036421
2026-01-21 13:03:00+00:00,88754.99,-0.11245370303219966
2026-01-21 13:04:00+00:00,88920.47,-0.1717559611604681
2026-01-21 13:05:00+00:00,88896.8,-0.16402434106618063
2026-01-21 13:06:00+00:00,88917.41,-0.16844407228066594
2026-01-21 13:07:00+00:00,88959.98,-0.1799765460368709
2026-01-21 13:08:00+00:00,88920.66,-0.16458934623402924
2026-01-21 13:09:00+00:00,88907.18,-0.1578255877891256
2026-01-21 13:10:00+00:00,88919.57,-0.1591519896852242
2026-01-21 13:11:00+00:00,88949.92,-0.165672734737913
2026-01-21 13:12:00+00:00,88939.62,-0.15960131957507667
2026-01-21 13:13:00+00:00,88987.34,-0.17121040719789693
2026-01-21 13:14:00+00:00,88943.0,-0.15364096997308363
2026-01-21 13:15:00+00:00,88949.75,-0.15394134454406838
2026-01-21 13:16:00+00:00,88881.19,-0.12313421821922751
2026-01-21 13:17:00+00:00,88927.86,-0.14027921408815236
2026-01-21 13:18:00+00:00,88868.17,-0.11286332581397174
2026-01-21 13:19:00+00:00,88843.8,-0.07734568744652476
2026-01-21 13:20:00+00:00,88794.2,-0.049440970008634344
2026-01-21 13:21:00+00:00,88825.34,-0.06386194744943281
2026-01-21 13:22:00+00:00,88806.42,-0.052450480377560324
2026-01-21 13:23:00+00:00,88822.01,-0.05876258639090591
2026-01-21 13:24:00+00:00,88809.47,-0.05039538808155654
2026-01-21 13:25:00+00:00,88801.5,-0.043292147514137624
2026-01-21 13:26:00+00:00,88866.64,-0.07728617363070253
2026-01-21 13:27:00+00:00,88817.53,-0.04959773562630185
2026-01-21 13:28:00+00:00,88822.09,-0.052248305889768226
2026-01-21 13:29:00+00:00,88850.12,-0.06764826404869576
2026-01-21 13:30:00+00:00,88857.76,-0.072190895485815
2026-01-21 13:31:00+00:00,88786.66,-0.020520402125160302
2026-01-21 13:32:00+00:00,88788.27,-0.022688430207359497
2026-01-21 13:33:00+00:00,88826.37,-0.05052525971366395
2026-01-21 13:34:00+00:00,88997.53,-0.15072244740189533
2026-01-21 13:35:00+00:00,89002.53,-0.15567575201417788
2026-01-21 13:36:00+00:00,88840.13,-0.04780283091440711
2026-01-21 13:37:00+00:00,88812.99,-0.02866339398457208
2026-01-21 13:38:00+00:00,88781.9,-0.002165921619851935
2026-01-21 13:39:00+00:00,88809.24,-0.0239686807411054
2026-01-21 13:40:00+00:00,88778.3,0.004428882166220831
2026-01-21 13:41:00+00:00,88784.95,-0.0007783387895846303
2026-01-21 13:42:00+00:00,88697.88,0.07422577531718318
2026-01-21 13:43:00+00:00,88720.0,0.057091662810537694
2026-01-21 13:44:00+00:00,88715.45,0.06113953020808191
2026-01-21 13:45:00+00:00,88682.22,0.08800949103437573
2026-01-21 13:46:00+00:00,88736.0,0.048967941207084115
2026-01-21 13:47:00+00:00,88682.68,0.09443476467524972
2026-01-21 13:48:00+00:00,88583.78,0.15025637599935382
2026-01-21 13:49:00+00:00,88646.57,0.11665207985603394
2026-01-21 13:50:00+00:00,88578.27,0.14616574769296106
2026-01-21 13:51:00+00:00,88640.0,0.11269200522548367
2026-01-21 13:52:00+00:00,88675.21,0.08840717643564326
2026-01-21 13:53:00+00:00,88765.51,0.016129993705528693
2026-01-21 13:54:00+00:00,88795.44,-0.01366696988965822
2026-01-21 13:55:00+00:00,88800.0,-0.018052875403797703
2026-01-21 13:56:00+00:00,88870.29,-0.08430093463884339
2026-01-21 13:57:00+00:00,88870.3,-0.08377011661277396
2026-01-21 13:58:00+00:00,88796.2,-0.009332604730337667
2026-01-21 13:59:00+00:00,88672.64,0.08835929985726945
2026-01-21 14:00:00+00:00,88700.96,0.07131760977163872
2026-01-21 14:01:00+00:00,88687.28,0.058373946837531665
2026-01-21 14:02:00+00:00,88629.7,0.08351452429573583
2026-01-21 14:03:00+00:00,88698.08,0.04104096725077504
2026-01-21 14:04:00+00:00,88816.09,0.048448625323423034
2026-01-21 14:05:00+00:00,89279.09,-0.10142582684896337
2026-01-21 14:06:00+00:00,89251.78,-0.18814510650268101
2026-01-21 14:07:00+00:00,89179.61,-0.17474678950488626
2026-01-21 14:08:00+00:00,89224.84,-0.22964968428569155
2026-01-21 14:09:00+00:00,89133.39,-0.1988387489414356
2026-01-21 14:10:00+00:00,89384.01,-0.12206510542293168
2026-01-21 14:11:00+00:00,89459.99,-0.173942986197189
2026-01-21 14:12:00+00:00,89417.87,-0.2139819966839178
2026-01-21 14:13:00+00:00,89636.08,-0.1333640500427343
2026-01-21 14:14:00+00:00,89578.8,-0.20120973513639143
2026-01-21 14:15:00+00:00,89455.07,-0.17179771688087317
2026-01-21 14:16:00+00:00,89567.09,-0.18420728725976043
2026-01-21 14:17:00+00:00,89542.3,-0.2014760905425585
2026-01-21 14:18:00+00:00,89634.48,-0.1925470469448606
2026-01-21 14:19:00+00:00,89516.31,-0.07396885950880296
2026-01-21 14:20:00+00:00,89439.6,-0.07461198138178696
2026-01-21 14:21:00+00:00,89462.08,-0.12935706559137394
2026-01-21 14:22:00+00:00,89582.96,-0.15565096583086335
2026-01-21 14:23:00+00:00,89682.01,-0.08786830416539086
2026-01-21 14:24:00+00:00,89672.48,-0.14928616488921972
2026-01-21 14:25:00+00:00,89475.26,-0.07899095737966609
2026-01-21 14:26:00+00:00,89415.27,-0.11886194554669738
2026-01-21 14:27:00+00:00,89380.71,-0.10414170677331464
2026-01-21 14:28:00+00:00,89399.98,-0.07634618521717135
2026-01-21 14:29:00+00:00,89594.54,-0.021257931484945328
2026-01-21 14:30:00+00:00,89872.62,-0.03498123927426178
2026-01-21 14:31:00+00:00,89737.44,-0.07885480882741999
2026-01-21 14:32:00+00:00,89746.82,-0.11712647888121994
2026-01-21 14:33:00+00:00,89909.99,-0.15825623280941142
2026-01-21 14:34:00+00:00,89934.72,-0.1711417755919597
2026-01-21 14:35:00+00:00,89624.86,-0.04085270112344627
2026-01-21 14:36:00+00:00,89525.15,-0.01850651252046296
2026-01-21 14:37:00+00:00,89550.6,-0.09120627900387654
2026-01-21 14:38:00+00:00,89809.87,-0.12580087320071598
2026-01-21 14:39:00+00:00,89790.49,-0.13467135537082758
2026-01-21 14:40:00+00:00,89608.25,-0.02580153826950103
2026-01-21 14:41:00+00:00,89732.19,-0.08847229609846935
2026-01-21 14:42:00+00:00,89717.37,-0.10402303879761737
2026-01-21 14:43:00+00:00,89692.01,-0.08816413635390587
2026-01-21 14:44:00+00:00,89670.01,-0.09958932617837662
2026-01-21 14:45:00+00:00,89555.01,-0.06382651510993116
2026-01-21 14:46:00+00:00,89487.63,-0.003467483251506351
2026-01-21 14:47:00+00:00,89732.78,-0.07396988676959022
2026-01-21 14:48:00+00:00,89585.6,-0.0222583117318871
2026-01-21 14:49:00+00:00,89564.44,-0.0617264410331739
2026-01-21 14:50:00+00:00,89531.62,-0.04264724425169796
2026-01-21 14:51:00+00:00,89492.86,-0.0363680805874726
2026-01-21 14:52:00+00:00,89491.06,-0.02048536832934665
2026-01-21 14:53:00+00:00,89595.55,-0.046547011522740794
2026-01-21 14:54:00+00:00,89660.86,-0.08034112477774129
2026-01-21 14:55:00+00:00,89670.0,-0.07520851194932006
2026-01-21 14:56:00+00:00,89792.58,-0.07466029889195991
2026-01-21 14:57:00+00:00,89885.95,-0.13991807494926622
2026-01-21 14:58:00+00:00,89895.99,-0.1295312189279095
2026-01-21 14:59:00+00:00,89805.43,-0.1059169375132136
2026-01-21 15:00:00+00:00,89842.5,-0.15132604093598476
2026-01-21 15:01:00+00:00,89843.99,-0.1517546439551795
2026-01-21 15:02:00+00:00,89851.68,-0.1175800998972492
2026-01-21 15:03:00+00:00,90005.99,-0.10853205612875735
2026-01-21 15:04:00+00:00,89762.48,-0.05428121024726131
2026-01-21 15:05:00+00:00,89935.65,-0.17640951548737355
2026-01-21 15:06:00+00:00,89940.12,-0.09877157965739375
2026-01-21 15:07:00+00:00,90161.1,-0.1467970975565012
2026-01-21 15:08:00+00:00,90187.99,-0.18709365697389096
2026-01-21 15:09:00+00:00,90142.64,-0.18300913101465938
2026-01-21 15:10:00+00:00,90142.4,-0.17239943025099227
2026-01-21 15:11:00+00:00,90162.02,-0.2130784030288942
2026-01-21 15:12:00+00:00,90216.2,-0.22313071556994846
2026-01-21 15:13:00+00:00,90210.0,-0.19733925131436614
2026-01-21 15:14:00+00:00,90344.43,-0.16616790353348546
2026-01-21 15:15:00+00:00,90343.99,-0.17438704463566373
2026-01-21 15:16:00+00:00,90375.0,-0.16167808867793299
2026-01-21 15:17:00+00:00,90485.57,-0.21494030883798748
2026-01-21 15:18:00+00:00,90500.36,-0.15124691561589593
2026-01-21 15:19:00+00:00,90433.97,-0.17783065798769998
2026-01-21 15:20:00+00:00,90271.64,-0.15208129826157446
2026-01-21 15:21:00+00:00,90194.61,-0.11219281612555357
2026-01-21 15:22:00+00:00,90297.07,-0.18710567687365334
2026-01-21 15:23:00+00:00,90329.99,-0.19560867322858339
2026-01-21 15:24:00+00:00,90280.59,-0.16229642226830276
2026-01-21 15:25:00+00:00,90253.56,-0.17611160464200956
2026-01-21 15:26:00+00:00,90307.57,-0.19236674060058412
2026-01-21 15:27:00+00:00,90149.85,-0.08872860403380464
2026-01-21 15:28:00+00:00,90062.84,-0.07631261656072788
2026-01-21 15:29:00+00:00,90013.52,-0.04583625625528401
2026-01-21 15:30:00+00:00,89987.99,-0.06575314720366418
2026-01-21 15:31:00+00:00,90019.59,-0.04747254345122806
2026-01-21 15:32:00+00:00,90090.43,-0.0940437206349407
2026-01-21 15:33:00+00:00,90128.81,-0.11916004674204543
2026-01-21 15:34:00+00:00,90174.35,-0.1443547250062312
2026-01-21 15:35:00+00:00,90115.14,-0.11488387741940684
2026-01-21 15:36:00+00:00,90132.0,-0.13363964026177597
2026-01-21 15:37:00+00:00,90050.0,-0.07454348082552219
2026-01-21 15:38:00+00:00,89889.62,0.011892276648477772
2026-01-21 15:39:00+00:00,90010.62,-0.05288068172197223
2026-01-21 15:40:00+00:00,89918.84,-0.04079204882946343
2026-01-21 15:41:00+00:00,90085.99,-0.09780877459646005
2026-01-21 15:42:00+00:00,90051.43,-0.08644158960792803
2026-01-21 15:43:00+00:00,90033.49,-0.09667598100746197
2026-01-21 15:44:00+00:00,90113.2,-0.13729143125418014
2026-01-21 15:45:00+00:00,90091.01,-0.12665284989088954
2026-01-21 15:46:00+00:00,90036.83,-0.07581077869291505
2026-01-21 15:47:00+00:00,90113.2,-0.12159702084745366
2026-01-21 15:48:00+00:00,90184.8,-0.07084487458058605
2026-01-21 15:49:00+00:00,90150.01,-0.13707921611309726
2026-01-21 15:50:00+00:00,90216.0,-0.1585964955524253
2026-01-21 15:51:00+00:00,90338.47,-0.16132869018883048
2026-01-21 15:52:00+00:00,90260.3,-0.16996824660109777
2026-01-21 15:53:00+00:00,90354.99,-0.1909305432798718
2026-01-21 15:54:00+00:00,90345.79,-0.2182113681903548
2026-01-21 15:55:00+00:00,90337.99,-0.20468609854195313
2026-01-21 15:56:00+00:00,90342.6,-0.20401998939482224
2026-01-21 15:57:00+00:00,90287.81,-0.17049676722534543
2026-01-21 15:58:00+00:00,90314.12,-0.1826191865569517
2026-01-21 15:59:00+00:00,90288.04,-0.3314236929001222
2026-01-21 16:00:00+00:00,90277.7,-0.3203770847837284
