timestamp,symbol,side,quantity,price,commission,position_after,unrealized_pnl
2026-01-22T16:54:51.200225+00:00,BNBUSDT,BUY,5.641048783789882,886.21,0,5.641048783789882,0
2026-01-22T16:54:55.795123+00:00,ETHUSDT,BUY,1.695950071229903,2948.32,0,1.695950071229903,0
2026-01-22T16:54:56.215518+00:00,BTCUSDT,SELL,0.056178601211255584,89001.86,0,-0.056178601211255584,-0
2026-01-22T16:54:59.293826+00:00,BNBUSDT,SELL,5.6456347951763695,885.63,0,-0.0045860113864870655,-0
2026-01-22T16:54:59.684949+00:00,BTCUSDT,SELL,0.05617836766561917,89002.22,0,-0.11235696887687475,-0
2026-01-22T16:55:01.458977+00:00,ETHUSDT,BUY,1.008361773930166,2948.32,0,2.7043118451600687,0
2026-01-22T16:55:01.526704+00:00,BTCUSDT,BUY,0.05616914101094343,89016.85,0,-0.05618782786593132,-0
2026-01-22T16:55:01.552482+00:00,SOLUSDT,BUY,17.705939729965163,127.85000000000001,0,17.705939729965163,0
2026-01-22T16:55:01.559438+00:00,XRPUSDT,BUY,11.33497965788264,1.92,0,11.33497965788264,0
2026-01-22T16:55:02.173160+00:00,ETHUSDT,SELL,1.6958292774749781,2948.39,0,1.0084825676850906,0
2026-01-22T16:55:03.214433+00:00,BTCUSDT,SELL,0.05617482684671373,89007.84,0,-0.11236265471264506,-0
2026-01-22T16:55:03.748176+00:00,BNBBTC,BUY,5.67691077018126,0.01,0,5.67691077018126,0
2026-01-22T16:55:04.602520+00:00,BNBUSDT,BUY,5.6456347951763695,885.64,0,5.641048783789882,0
2026-01-22T16:55:05.548459+00:00,ETHUSDT,SELL,1.696093895758069,2947.94,0,-0.6876113280729783,-0
2026-01-22T16:55:16.466459+00:00,BTCUSDT,BUY,0.05618234451845157,88991.96,0,-0.05618031019419349,-0
2026-01-22T16:55:17.106945+00:00,SOLUSDT,BUY,9.90403755788078,127.81,0,27.609977287845943,0
2026-01-22T16:55:17.741282+00:00,ETHUSDT,BUY,1.696427662628038,2947.34,0,1.0088163345550596,0
2026-01-22T16:55:18.385443+00:00,XRPUSDT,SELL,3.48659292964893,1.92,0,7.848386728233709,0
2026-01-22T16:55:18.628150+00:00,BTCUSDT,SELL,0.05618942218394349,88984.72,0,-0.11236973237813698,-0
2026-01-22T16:55:19.387490+00:00,BNBUSDT,BUY,1.4288465678648858,885.48,0,7.069895351654768,0
2026-01-22T16:55:19.465616+00:00,ETHUSDT,SELL,1.6971301529114267,2946.14,0,-0.6883138183563671,-0
2026-01-22T16:55:20.296960+00:00,XRPUSDT,SELL,2.5924958156558064,1.92,0,5.255890912577903,0
2026-01-22T16:55:20.403228+00:00,ETHUSDT,SELL,1.6969746336231766,2946.42,0,-2.3852884519795436,-0
2026-01-22T16:55:21.939270+00:00,SOLUSDT,SELL,18.165679116994287,127.78,0,9.444298170851656,0
2026-01-22T16:55:35.055307+00:00,ETHUSDT,BUY,1.6964334183811953,2947.33,0,-0.6888550335983483,-0
2026-01-22T16:55:35.857496+00:00,BTCUSDT,SELL,0.05618134078342857,88997.52,0,-0.16855107316156553,-0
2026-01-22T16:55:37.061798+00:00,BNBUSDT,BUY,1.4727429797754308,885.44,0,8.542638331430199,0
2026-01-22T16:55:37.316566+00:00,SOLUSDT,SELL,1.805058199373602,127.79,0,7.639239971478054,0
2026-01-22T16:55:37.536253+00:00,XRPUSDT,BUY,5.516025390034497,1.92,0,10.7719163026124,0
2026-01-22T16:55:42.371932+00:00,BTCUSDT,BUY,0.056200367348081134,88967.39,0,-0.1123507058134844,-0
2026-01-22T16:55:42.378516+00:00,BNBUSDT,SELL,5.648823914860926,884.87,0,2.893814416569273,0
2026-01-22T16:55:42.434765+00:00,ETHUSDT,SELL,0.483158939696966,2946.03,0,-1.1720139732953143,-0
2026-01-22T16:55:42.437235+00:00,ETHBTC,BUY,3.6680609641597295,0.03,0,3.6680609641597295,0
2026-01-22T16:55:42.459723+00:00,XRPUSDT,SELL,5.3353372749473245,1.92,0,5.436579027665076,0
2026-01-22T16:55:42.847869+00:00,SOLUSDT,SELL,2.1872123843782676,127.72,0,5.452027587099787,0
2026-01-22T16:55:42.952711+00:00,BTCUSDT,BUY,0.05620470111857472,88959.38,0,-0.05614600469490968,-0
2026-01-22T16:55:43.117742+00:00,ETHUSDT,SELL,0.5466095513141491,2945.57,0,-1.7186235246094634,-0
2026-01-22T16:55:43.417669+00:00,SOLUSDT,SELL,9.913070969852592,127.7,0,-4.4610433827528055,-0
2026-01-22T16:55:44.462583+00:00,BTCUSDT,BUY,0.056211348374216034,88950.01,0,0.00006534367930635665,0
2026-01-22T16:55:46.486075+00:00,BNBUSDT,BUY,5.650547538056438,884.87,0,8.54436195462571,0
2026-01-22T16:55:46.669476+00:00,ETHUSDT,BUY,1.697245370763251,2945.96,0,-0.021378153846212333,-0
2026-01-22T16:55:47.936896+00:00,SOLUSDT,BUY,1.2659231477121384,127.71000000000001,0,-3.195120235040667,-0
2026-01-22T16:55:48.323981+00:00,BTCUSDT,SELL,0.05620505492526583,88959.97,0,-0.05613971124595947,-0
2026-01-22T16:55:49.102743+00:00,BNBBTC,SELL,12.787986046700404,0.01,0,-7.111075276519144,-0
2026-01-22T16:55:49.914208+00:00,BNBUSDT,SELL,5.650547538056438,884.87,0,2.8938144165692723,0
2026-01-22T16:55:50.070664+00:00,ETHBTC,SELL,6.251797954124593,0.03,0,-2.583736989964864,-0
2026-01-22T16:55:50.866867+00:00,ETHUSDT,SELL,1.6974528023248312,2945.52,0,-1.7188309561710435,-0
2026-01-22T16:55:51.029867+00:00,XRPUSDT,SELL,8.694275377603446,1.92,0,-3.257696349938371,-0
2026-01-22T16:55:51.151378+00:00,XRPUSDT,SELL,8.279021161960998,1.92,0,-11.536717511899369,-0
2026-01-22T16:55:51.620243+00:00,BTCUSDT,SELL,0.05621024881466638,88951.75,0,-0.11234996006062585,-0
2026-01-22T16:55:52.765611+00:00,SOLUSDT,BUY,5.769237961453044,127.7,0,2.5741177264123767,0
2026-01-22T16:55:55.518793+00:00,BNBBTC,BUY,1.2474728975533047,0.01,0,-5.863602378965839,-0
2026-01-22T16:55:58.645462+00:00,ETHUSDT,SELL,1.697792869269949,2945,0,-3.4166238254409924,-0
2026-01-22T16:55:59.402499+00:00,BTCUSDT,BUY,0.056211348374216034,88950,0,-0.056138611686409816,-0
